id,text,cleaned_text,label_name,label
7213,50 shot in chicago over the weekend including a 81 year old grandma . this demokkkrat war zone needs the national guard there now !,50 shot in chicago over the weekend including a 81 year old grandma . this demokkkrat war zone needs the national guard there now !,Implicit HS,2
7214,bret stephens admits that the ( ( ( conservative movement ) ) ) steered conservatism away from tradition  blood and soil .,bret stephens admits that the ( ( ( conservative movement ) ) ) steered conservatism away from tradition blood and soil .,Implicit HS,2
7215,kurdish referendum on independence from iraq approved by more than 92 percent of voters  officials say,kurdish referendum on independence from iraq approved by more than 92 percent of voters officials say,Not HS,0
7216,pm greets the people of china  on their national day,pm greets the people of china on their national day,Not HS,0
7217,"My son pointed at a homeless man and said ""Human waste!!"" I was so ashamed and embarrassed I told him its ""waste of a human"". Kids are so dumb.","my son pointed at a homeless man and said ""human waste!!"" i was so ashamed and embarrassed i told him its ""waste of a human"". kids are so dumb.",Implicit HS,2
7218,caution washington dc residents . white supremacist group met in alexandria this morning . the group was founded by nathan damigo  who is known for attacking people who appear to be muslim . they might be dressed in suits but please be careful . they may attack .,caution washington dc residents . white supremacist group met in alexandria this morning . the group was founded by nathan damigo who is known for attacking people who appear to be muslim . they might be dressed in suits but please be careful . they may attack .,Not HS,0
7219," lol  "" what's happening to whites "" "" non white people are moving to majority white countries and white people themselves want less kids . oh my ! """," lol "" what's happening to whites "" "" non white people are moving to majority white countries and white people themselves want less kids . oh my ! """,Not HS,0
7220,- lotsa creationist trash on your comments . no wonder you guys hate me  you're human worshippers  lol,- lotsa creationist trash on your comments . no wonder you guys hate me you're human worshippers lol,Not HS,0
7221,sanctuary cities are good and cool . i feel sorry for anyone who's compassion stops at an imaginary line .,sanctuary cities are good and cool . i feel sorry for anyone who's compassion stops at an imaginary line .,Not HS,0
7222,wow  you really caught that . so happy to see people verify their claims .,wow you really caught that . so happy to see people verify their claims .,Not HS,0
7223,mt . any religion is better than islam . #tcot #bansharia #banislam,mt . any religion is better than islam . tcot bansharia banislam,Implicit HS,2
7224,liberals cover this up . and conservatives remain silent . only #anp14 . com represents the white race .,liberals cover this up . and conservatives remain silent . only anp14 . com represents the white race .,Not HS,0
7225,modern heretic : the jew funding the zoo,modern heretic : the jew funding the zoo,Implicit HS,2
7226,"deport this drunken, drug, criminal and make it stick! this is beyond insanity. citizens would be in prison 4 a long stretch. not probation","deport this drunken, drug, criminal and make it stick! this is beyond insanity. citizens would be in prison 4 a long stretch. not probation",Implicit HS,2
7227,: this is how the ruling class thinks : bankers mock #occupywallstreet protesters by drinking champagne #ca ..., : this is how the ruling class thinks : bankers mock occupywallstreet protesters by drinking champagne ca ...,Not HS,0
7228," this puts that  "" alt-right brazzers "" "" pic he tweeted in a bight  fabulous  and very colorful new context . """," this puts that "" alt-right brazzers "" "" pic he tweeted in a bight fabulous and very colorful new context . """,Not HS,0
7229,pro-white artists need to rally around : #flint #bonestown #trs new dawn for white art ..,pro-white artists need to rally around : flint bonestown trs new dawn for white art ..,Implicit HS,2
7230,hey . i'm white  you should follow me back . keep it classy  keep it white .,hey . i'm white you should follow me back . keep it classy keep it white .,Implicit HS,2
7231,pastors forced to marry gays is a made up problem . like catholic priests forced to wed jews . #nothappening,pastors forced to marry gays is a made up problem . like catholic priests forced to wed jews . nothappening,Not HS,0
7232,What's the difference between a black person and a couch? The couch can support a family,what's the difference between a black person and a couch? the couch can support a family,Implicit HS,2
7233,joined the programme to mark the 50th anniversary of the delhi high court . congratulated everyone associated with the court over the years .,joined the programme to mark the 50th anniversary of the delhi high court . congratulated everyone associated with the court over the years .,Not HS,0
7234,not true . they'd demand a moratorium to help unemployed americans  but they id with co-ethnics not us as a whole . only whites fall 4 that .,not true . they'd demand a moratorium to help unemployed americans but they id with co-ethnics not us as a whole . only whites fall 4 that .,Implicit HS,2
7235,totally ridiculous hey russia if you're listening the cia is coming after you shhh cyber attack,totally ridiculous hey russia if you're listening the cia is coming after you shhh cyber attack,Not HS,0
7236,except there are no acts of terror attributed to them  while white supremacists continue to kill throughout america . #strawman,except there are no acts of terror attributed to them while white supremacists continue to kill throughout america . strawman,Not HS,0
7237,thats false spin by dems and their propagandist the media .. plle are soundly rejecting obama & policies .. period,thats false spin by dems and their propagandist the media .. plle are soundly rejecting obama & policies .. period,Not HS,0
7238,"  "" if we care about white people every other race will die "" "" . jeez bro you should stop being so hateful """," "" if we care about white people every other race will die "" "" . jeez bro you should stop being so hateful """,Not HS,0
7239," rt : #unitetheright participants will open carry say  "" patriots "" "" . can you confirm ? brad ? yea ? nea ? """," rt : unitetheright participants will open carry say "" patriots "" "" . can you confirm ? brad ? yea ? nea ? """,Not HS,0
7240,democrats you are a one trick pony . when you have no argument just scream racist . i'm black so i guess you can't call me racist lol .,democrats you are a one trick pony . when you have no argument just scream racist . i'm black so i guess you can't call me racist lol .,Not HS,0
7241,hungary pm slams migrant ' rebellion '  u . n . warns of millions more refugees :,hungary pm slams migrant ' rebellion ' u . n . warns of millions more refugees :,Not HS,0
7242,snacks for thought : why don't middle class black people vacation in trailer parks ?,snacks for thought : why don't middle class black people vacation in trailer parks ?,Implicit HS,2
7243,what 's the difference between batman and a black man ? batman can go to the store without robin .,what 's the difference between batman and a black man ? batman can go to the store without robin .,Implicit HS,2
7244,lewis is one of the racist black man around,lewis is one of the racist black man around,Not HS,0
7245," rt splitting hairs  neither the supporters nor the opponents care about those academic distinctions . both are  "" pro-white "" "" to both friends & enemies . """," rt splitting hairs neither the supporters nor the opponents care about those academic distinctions . both are "" pro-white "" "" to both friends & enemies . """,Not HS,0
7246,have you ever considered that if nobody cares about ethnicity the entire human population will eventually turn brown?,have you ever considered that if nobody cares about ethnicity the entire human population will eventually turn brown?,Implicit HS,2
7247,"Everyone is so politically correct these days... You can't even say ""black paint!"" You have to say ""tyrone can you paint that wall please?""","everyone is so politically correct these days... you can't even say ""black paint!"" you have to say ""tyrone can you paint that wall please?""",Implicit HS,2
7248,a haunting look back at the national socialists ' most famous architecture via,a haunting look back at the national socialists ' most famous architecture via,Not HS,0
7249," who are we ? - ( of ) proposes the term  "" white advocate "" "" over #wn  #altright  identitarian """," who are we ? - ( of ) proposes the term "" white advocate "" "" over wn altright identitarian """,Implicit HS,2
7250,"well, they should be. fight, alienate em, on behalf of our 'allies' invite em here! duh!","well, they should be. fight, alienate em, on behalf of our 'allies' invite em here! duh!",Implicit HS,2
7251," rt  "" cuckservative "" "" strategy was to play identity politics with minorities and take the white vote for granted . mind-numbingly stupid . """," rt "" cuckservative "" "" strategy was to play identity politics with minorities and take the white vote for granted . mind-numbingly stupid . """,Implicit HS,2
7252,I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.,i overheard someone saying a black man stole a motorcycle out of a garage. i ran home to see if mine was still there. yupp still chained to the wall. singing and all.,Implicit HS,2
7253,: i m moslem and i hate jihadists they r a bunch of terrorists who want to kill anyone who doesn't join,: i m moslem and i hate jihadists they r a bunch of terrorists who want to kill anyone who doesn't join,Not HS,0
7254,"but what about """"hopped-up"""" murderers? won't they at least get 'wrist-slap'? don't deport them'gulag' them!","but what about """"hopped-up"""" murderers? won't they at least get 'wrist-slap'? don't deport them'gulag' them!",Implicit HS,2
7255,in america today its like its a bad thing to be white and proud .,in america today its like its a bad thing to be white and proud .,Implicit HS,2
7256,what do you call a woman who thinks she can do anything a man can do ? wrong .,what do you call a woman who thinks she can do anything a man can do ? wrong .,Implicit HS,2
7257," bans me for maintaining civil discourse while does not remove people saying  "" white race superior  down with non-whites "" "" """," bans me for maintaining civil discourse while does not remove people saying "" white race superior down with non-whites "" "" """,Not HS,0
7258,comparison to melania trump is a false equivalency via,comparison to melania trump is a false equivalency via,Not HS,0
7259," call them  "" anti white "" "" cause that is what they are ! #whitegenocide """," call them "" anti white "" "" cause that is what they are ! whitegenocide """,Implicit HS,2
7260,white resistance increases as minority status looms | read more : via,white resistance increases as minority status looms | read more : via,Implicit HS,2
7261,knuckle draggers ! are black people coming ? that's a racist headline .,knuckle draggers ! are black people coming ? that's a racist headline .,Not HS,0
7262,jesus is god not white people peace,jesus is god not white people peace,Not HS,0
7263,kevin alfred strom joins me to discuss his background  the national alliance  white nationalism  jews & more !,kevin alfred strom joins me to discuss his background the national alliance white nationalism jews & more !,Not HS,0
7264,is the description of a muslim : one who unequivocally adheres to the fundamentals of islam ?,is the description of a muslim : one who unequivocally adheres to the fundamentals of islam ?,Not HS,0
7265,: netanyahu : apparently i have a higher opinion of the iranian people than their leaders, : netanyahu : apparently i have a higher opinion of the iranian people than their leaders,Not HS,0
7266,admiral ramdas write 2 leela ramdas #aaptards daughter kavita  head of ford foundation in india,admiral ramdas write 2 leela ramdas aaptards daughter kavita head of ford foundation in india,Not HS,0
7267,did you forget the fact wall street actually affirmed the confidence in the market was because of trump not obama ?,did you forget the fact wall street actually affirmed the confidence in the market was because of trump not obama ?,Not HS,0
7268,the cultural jewel of the south has become a cesspit for trannies and third-worlders .,the cultural jewel of the south has become a cesspit for trannies and third-worlders .,Explicit HS,1
7269,"oh look, it's one of the american taliban. move to the middle east, you freak.","oh look, it's one of the american taliban. move to the middle east, you freak.",Implicit HS,2
7270,audio : anti-racist threatens white nationalist with violence on radio show,audio : anti-racist threatens white nationalist with violence on radio show,Not HS,0
7271,his muslim faith requires him to subjugate you or kill you,his muslim faith requires him to subjugate you or kill you,Implicit HS,2
7272," show me that quote where jesus said the love between lgbt couples was  "" low morals "" "" """," show me that quote where jesus said the love between lgbt couples was "" low morals "" "" """,Not HS,0
7273,fair is a hate group . dan stein is a disgusting racist,fair is a hate group . dan stein is a disgusting racist,Not HS,0
7274,white supremacists are a bigger threat to the us than radical islam,white supremacists are a bigger threat to the us than radical islam,Not HS,0
7275,fuuuuuuuck you . ( and in white lol ),fuuuuuuuck you . ( and in white lol ),Not HS,0
7276,or no power w / white people as the jews have ~ who are a caucasian people,or no power w / white people as the jews have ~ who are a caucasian people,Not HS,0
7277,fair immigration is a branded hate group whose members are racists and white supremacists .,fair immigration is a branded hate group whose members are racists and white supremacists .,Not HS,0
7278,i don't think anglin is suggesting a purge . i disavow purges .,i don't think anglin is suggesting a purge . i disavow purges .,Not HS,0
7279,elephant in the room: immigration-driven population growth creates unparalleled demand for housing. #toomanypeople,elephant in the room: immigration-driven population growth creates unparalleled demand for housing. toomanypeople,Implicit HS,2
7280,white genocide accelerates : university removes portaits of white male professors | more :,white genocide accelerates : university removes portaits of white male professors | more : ,Implicit HS,2
7281,yes  but wouldn't them moving there increase the amount of white europeans ? move to iceland or norway . lots of white folks there .,yes but wouldn't them moving there increase the amount of white europeans ? move to iceland or norway . lots of white folks there .,Not HS,0
7282,we white men ended slavery in the west and created america,we white men ended slavery in the west and created america,Not HS,0
7283,the only thing that matters to these cucks is lower taxes for themselves .,the only thing that matters to these cucks is lower taxes for themselves .,Not HS,0
7284,: mitt romney is all about antifa too,: mitt romney is all about antifa too,Not HS,0
7285,she must be the daughter of one of the wetbacks reagan gave amnesty too,she must be the daughter of one of the wetbacks reagan gave amnesty too,Explicit HS,1
7286,from - an update on the situation in houston & the 5 pastors standing strong #religiousfreedom,from - an update on the situation in houston & the 5 pastors standing strong religiousfreedom,Not HS,0
7287,oh boy here comes the insults . white advocacy makes some people reeaaallly angry  wonder why ?,oh boy here comes the insults . white advocacy makes some people reeaaallly angry wonder why ?,Not HS,0
7288,a racist dem started abortion to kill black people & it has spawned into plant parenthood & 3000 babies murdered a day,a racist dem started abortion to kill black people & it has spawned into plant parenthood & 3000 babies murdered a day,Not HS,0
7289,rahowa is what skinheads and white supremacists call a future desired race war .,rahowa is what skinheads and white supremacists call a future desired race war .,Implicit HS,2
7290,That is simply a reason to exterminate all Moslims wherever you find them,that is simply a reason to exterminate all moslims wherever you find them,Explicit HS,1
7291,even if white birthrates rise it can't match the combination of non-white migration and the net births of non-whites already here .,even if white birthrates rise it can't match the combination of non-white migration and the net births of non-whites already here .,Implicit HS,2
7292,racist and supremacist when it's convenient for you.fuck you otherwise  can't help,racist and supremacist when it's convenient for you.fuck you otherwise can't help,Not HS,0
7293,how come you hate muslims so much ? i thought white supremacist nazis like you hated jews,how come you hate muslims so much ? i thought white supremacist nazis like you hated jews,Not HS,0
7294,via : brooklyn borough president plans muslim outreach after arrests of muslims plotting to ... #tcot,via : brooklyn borough president plans muslim outreach after arrests of muslims plotting to ... tcot,Not HS,0
7295,is the head of the suspected black supremacist group . has to make multi accounts to spread his hate for white folks just like kkk,is the head of the suspected black supremacist group . has to make multi accounts to spread his hate for white folks just like kkk,Not HS,0
7296,abortion clinic appeals to the rich : do you want a latte with that abortion pill ? #tcot,abortion clinic appeals to the rich : do you want a latte with that abortion pill ? tcot,Not HS,0
7297,black people try to escape the black undertow by moving to our cities and neighborhoods.,black people try to escape the black undertow by moving to our cities and neighborhoods.,Implicit HS,2
7298,"not only secure the border, but restrict all immigration in the united states for 50 years, unless from europe.","not only secure the border, but restrict all immigration in the united states for 50 years, unless from europe.",Implicit HS,2
7299,i impregnated 3 white women  what about you ?,i impregnated 3 white women what about you ?,Not HS,0
7300,ted cruz just named phil gramm his economic advisor . here's gramm's economic legacy .,ted cruz just named phil gramm his economic advisor . here's gramm's economic legacy .,Not HS,0
7301,"After you strip off his makeup and clothes, biologically he's still a man"".""","after you strip off his makeup and clothes, biologically he's still a man"".""",Implicit HS,2
7302,when will you have tanstaafl on or scott roberts ?,when will you have tanstaafl on or scott roberts ?,Not HS,0
7303,the word aryan is a sanskrit term  like the swastika . showing your flawed system of beliefs as really ignorant white people .,the word aryan is a sanskrit term like the swastika . showing your flawed system of beliefs as really ignorant white people .,Not HS,0
7304,white people have no value to the left and the white on the left hate themselves,white people have no value to the left and the white on the left hate themselves,Implicit HS,2
7305,christianity isn't supposed to cuck out for babylonian doctrines . there are many christians in the ..,christianity isn't supposed to cuck out for babylonian doctrines . there are many christians in the ..,Not HS,0
7306,umm actually it's not . many of the first converts were women . also how are you so sure the creator is feminine ?,umm actually it's not . many of the first converts were women . also how are you so sure the creator is feminine ?,Not HS,0
7307,how a spanish holocaust victim was exposed as an impostor #swrm via,how a spanish holocaust victim was exposed as an impostor swrm via,Not HS,0
7308,right lol . take like a man kkk .,right lol . take like a man kkk .,Not HS,0
7309,na see  like  those are fake  the white man changed it to look like them and sheeit  we wuz statues and sheeeiiit  naw mean,na see like those are fake the white man changed it to look like them and sheeit we wuz statues and sheeeiiit naw mean,Implicit HS,2
7310," watch the rapid decline of  "" white america "" "" over three decades """," watch the rapid decline of "" white america "" "" over three decades """,Not HS,0
7311,thats an action like golden dawn . they take care of the white community : white elderly  shut-ins  new moms  etc . a great tradition in the making . you all are doing great .,thats an action like golden dawn . they take care of the white community : white elderly shut-ins new moms etc . a great tradition in the making . you all are doing great .,Not HS,0
7312,idk > graphic > mandela's rainbow nation : white woman raped then stoned by racist blacks ( video ) via,idk > graphic > mandela's rainbow nation : white woman raped then stoned by racist blacks ( video ) via,Not HS,0
7313,hyperbole or not  ds has the most extreme rhetoric of any other alt-right so it's pretty,hyperbole or not ds has the most extreme rhetoric of any other alt-right so it's pretty,Not HS,0
7314,3 months of #liftwaffe lifting complete today . am trying to do ric flairs 30 min of > 100 rpm on bike as warmup .,3 months of liftwaffe lifting complete today . am trying to do ric flairs 30 min of > 100 rpm on bike as warmup .,Not HS,0
7315,freedom of speech goes both ways . some 1 speaks . some 1 else either agrees or disagrees,freedom of speech goes both ways . some 1 speaks . some 1 else either agrees or disagrees,Not HS,0
7316,academics have told us  from their great wisdom  that all white skin is racist . if i lived where everyone is white  would i still be racist ?,academics have told us from their great wisdom that all white skin is racist . if i lived where everyone is white would i still be racist ?,Implicit HS,2
7317,red white and who ben ?,red white and who ben ?,Not HS,0
7318,so your only argument is to copy and paste wikipedia ? you havent done any objective research of your own on identity evropa ?,so your only argument is to copy and paste wikipedia ? you havent done any objective research of your own on identity evropa ?,Not HS,0
7319,white heroes in movies #thingsimissaboutmychildhood,white heroes in movies thingsimissaboutmychildhood,Not HS,0
7320,nope the uk i'm from was all white different sub groups of white but still homogenous white are achievements are white .,nope the uk i'm from was all white different sub groups of white but still homogenous white are achievements are white .,Implicit HS,2
7321,did they name the white antifa ?,did they name the white antifa ?,Not HS,0
7322,i believe you mean stand with * white * sheriffs  you racist little rodents . #getbackinyourbasket,i believe you mean stand with * white * sheriffs you racist little rodents . getbackinyourbasket,Implicit HS,2
7323,session's doj will discover that the city of c'ville & gov were at least negligent and that antifa leftists instigated riots .,session's doj will discover that the city of c'ville & gov were at least negligent and that antifa leftists instigated riots .,Not HS,0
7324,trust me  kiddo : contrary to popular leftist belief  the white race has not yet begun to fight .,trust me kiddo : contrary to popular leftist belief the white race has not yet begun to fight .,Not HS,0
7325,retweeted national socialist ( ): why was karkare in touch with  on ...,retweeted national socialist ( ): why was karkare in touch with on ...,Not HS,0
7326,aam aadmi is not copyright of aap party . don't underestimate the power of aam aadmi . if it can push u up . it can bring u down faster #aap,aam aadmi is not copyright of aap party . don't underestimate the power of aam aadmi . if it can push u up . it can bring u down faster aap,Not HS,0
7327,.. but it's where my people go ... we are a diaspora people ... we wander from nyc to fl .. fo,.. but it's where my people go ... we are a diaspora people ... we wander from nyc to fl .. fo,Not HS,0
7328," curious how you define  "" white . "" "" can one be white if they have 1 non-white parent ? a non-white grandparent ? are jews white ? """," curious how you define "" white . "" "" can one be white if they have 1 non-white parent ? a non-white grandparent ? are jews white ? """,Not HS,0
7329,why is it against the rules for pro white people to peacefully assemble ? every other race is allowed  but not whites ?,why is it against the rules for pro white people to peacefully assemble ? every other race is allowed but not whites ?,Not HS,0
7330,: white afrikaners demands for freedom,: white afrikaners demands for freedom,Not HS,0
7331,what 's the best way to wash down five hundred chocolates ? katrina .,what 's the best way to wash down five hundred chocolates ? katrina .,Implicit HS,2
7332," to be fair ( i support  "" european "" "" ethnic survival )  there is the same thing among some "" "" whites "" "" to blacks . """," to be fair ( i support "" european "" "" ethnic survival ) there is the same thing among some "" "" whites "" "" to blacks . """,Implicit HS,2
7333,the white entitlement of berniebros,the white entitlement of berniebros,Implicit HS,2
7334,errr don't white people massacre people almost every year ?,errr don't white people massacre people almost every year ?,Explicit HS,1
7335,the #trucons !,the trucons !,Not HS,0
7336,a giant menorah can be placed on the white house lawn  but there's no room for a nativity scene there ? such a sad reality .,a giant menorah can be placed on the white house lawn but there's no room for a nativity scene there ? such a sad reality .,Implicit HS,2
7337,what group of people ups and leave everything n everyone they know and love to move to a foreign land except under duress ?,what group of people ups and leave everything n everyone they know and love to move to a foreign land except under duress ?,Not HS,0
7338,german antifa call for the rape and genocide of ethnic germans | read more : via,german antifa call for the rape and genocide of ethnic germans | read more : via,Implicit HS,2
7339,yes white people need more tribalism . it will be needed today for survival .,yes white people need more tribalism . it will be needed today for survival .,Implicit HS,2
7340,it works but i will admit that it is painful . less so than letting a tear ruin your progress  however .,it works but i will admit that it is painful . less so than letting a tear ruin your progress however .,Not HS,0
7341,yeah but they spelled it evropa  which is wrong .,yeah but they spelled it evropa which is wrong .,Not HS,0
7342,this is only the beginning  believe me - whitey is done being pushed around by marxist / anarchist / leftist anti-white scum  time for pushback !,this is only the beginning believe me - whitey is done being pushed around by marxist / anarchist / leftist anti-white scum time for pushback !,Implicit HS,2
7343,: well said sir & i'm sick of the the libs portraying white southern boys as racist  i lost my b,: well said sir & i'm sick of the the libs portraying white southern boys as racist i lost my b,Not HS,0
7344,you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,you think white children shld have thr countries colonized and destroyed ... bc white colonialism happened ?,Implicit HS,2
7345,since illegal immigration costs us $ 135 billion a year & a wall would cost $ 22 billion  sounds like a good deal to voters #maga,since illegal immigration costs us $ 135 billion a year & a wall would cost $ 22 billion sounds like a good deal to voters maga,Not HS,0
7346,#isurvivedhighschoolby discovering american renaissance & finding pride  instead of guilt  in my race .,isurvivedhighschoolby discovering american renaissance & finding pride instead of guilt in my race .,Not HS,0
7347,"  "" white male problem "" "" """," "" white male problem "" "" """,Not HS,0
7348,aap is now aam aadmi problem .,aap is now aam aadmi problem .,Not HS,0
7349,pt1 is there a possibility that or might offer such a service ? non - #altright wouldn't be there  so ...,pt1 is there a possibility that or might offer such a service ? non - altright wouldn't be there so ...,Not HS,0
7350,as the senate begins work on their #taxreform  we recommend : - increase #childtaxcredit to $ 2000  including unborn-remove marriage penalties-maintain adoption tax credit-protect #freespeech from the #,as the senate begins work on their taxreform we recommend : - increase childtaxcredit to $ 2000 including unborn-remove marriage penalties-maintain adoption tax credit-protect freespeech from the ,Not HS,0
7351," rt ' holocaust ' debate / comments / news  "" only israelites are kosher "" "" nnatali cohen vaxberg in a new video for p ... """," rt ' holocaust ' debate / comments / news "" only israelites are kosher "" "" nnatali cohen vaxberg in a new video for p ... """,Not HS,0
7352,rubbish . he will win by making jobs for poor whites and use mandate to make america great,rubbish . he will win by making jobs for poor whites and use mandate to make america great,Not HS,0
7353,u of ca ' white student union ' issues list of demands  sets date for ' white student walk out ' via,u of ca ' white student union ' issues list of demands sets date for ' white student walk out ' via,Not HS,0
7354,evil people do the abortions . evil people condone all abortions .,evil people do the abortions . evil people condone all abortions .,Not HS,0
7355,people of new orleans have spoken . that's why these monuments to white supremacy are coming down . not u,people of new orleans have spoken . that's why these monuments to white supremacy are coming down . not u,Not HS,0
7356,3 vs . dozens to hundreds of offenses  complaints  and crimes from white police . yeah  totally proving you're not a racist .,3 vs . dozens to hundreds of offenses complaints and crimes from white police . yeah totally proving you're not a racist .,Implicit HS,2
7357,and that's true . you can't be racist wo the power as a group to influence other groups . white supremacy is a team sport .,and that's true . you can't be racist wo the power as a group to influence other groups . white supremacy is a team sport .,Not HS,0
7358,4396 white murderers  5375 black murderers . all the while blacks are 13 % of the country's population .,4396 white murderers 5375 black murderers . all the while blacks are 13 % of the country's population .,Implicit HS,2
7359,you are hereby condemned for your hostile posture towards the white civil rights movement . #unitetheright,you are hereby condemned for your hostile posture towards the white civil rights movement . unitetheright,Implicit HS,2
7360,: southern bapt . florist loses religious liberty case appeal . aims for scotus,: southern bapt . florist loses religious liberty case appeal . aims for scotus,Not HS,0
7361,76 arrested statewide in ice-led multi-agency gang enforcement effort <-- good ! ! #immigration #tcot,76 arrested statewide in ice-led multi-agency gang enforcement effort <-- good ! ! immigration tcot,Implicit HS,2
7362,white immigrants,white immigrants,Not HS,0
7363,we won't have any justice until this system fears white civil disobedience as much as it fears all the immigrant and minority riots . we'll keep having #katesteinle miscarriages of justice until they learn to fear us .,we won't have any justice until this system fears white civil disobedience as much as it fears all the immigrant and minority riots . we'll keep having katesteinle miscarriages of justice until they learn to fear us .,Implicit HS,2
7364,form pagan clubs  can't deny clubs based on religion and nonwhites can't be european pagans .,form pagan clubs can't deny clubs based on religion and nonwhites can't be european pagans .,Implicit HS,2
7365,this is really directed at white german women . there the ones stupid enough to copulate w / savages .,this is really directed at white german women . there the ones stupid enough to copulate w / savages .,Explicit HS,1
7366,now all you have to do is ask yourself ... do the jews really think they can control the muslims after the white man is gone ? ? ?,now all you have to do is ask yourself ... do the jews really think they can control the muslims after the white man is gone ? ? ?,Implicit HS,2
7367,. says bring on the snow ! #marchforlife #whywemarch #weareprolife #blizzard2016,. says bring on the snow ! marchforlife whywemarch weareprolife blizzard2016,Not HS,0
7368,have you seen is buddies with white supremacists,have you seen is buddies with white supremacists,Not HS,0
7369," rt : there is much more to race than skin tone . ie . an albino black african doesn't become  "" white "" "" simply because of h ... """," rt : there is much more to race than skin tone . ie . an albino black african doesn't become "" white "" "" simply because of h ... """,Not HS,0
7370,secure white house against russia,secure white house against russia,Not HS,0
7371,: hey you better be careful  youll be called a racist because obama is half black and white peo,: hey you better be careful youll be called a racist because obama is half black and white peo,Not HS,0
7372,these are initiation murders they has nothing to do with breaking the slave codes aka laws they are selected hunted then murdered #truefacts,these are initiation murders they has nothing to do with breaking the slave codes aka laws they are selected hunted then murdered truefacts,Implicit HS,2
7373,islam and muslims should be completely eliminated through any means from all western nations. no exceptions. #removekebab,islam and muslims should be completely eliminated through any means from all western nations. no exceptions. removekebab,Implicit HS,2
7374,no religion says to kill all non believers . i hate them !,no religion says to kill all non believers . i hate them !,Not HS,0
7375,like that hunter . i mean sure his wife & son are cute  but hes promoting this,like that hunter . i mean sure his wife & son are cute but hes promoting this,Not HS,0
7376,alliance defending freedom communications team excited and mostly awake ! #teambuilding,alliance defending freedom communications team excited and mostly awake ! teambuilding,Not HS,0
7377," 1 . ) semantics . i'll change my wording to  "" whites lost power "" "" 2 . ) why is constantinople called istanbul now ? 3 . ) this is literally just a lie """," 1 . ) semantics . i'll change my wording to "" whites lost power "" "" 2 . ) why is constantinople called istanbul now ? 3 . ) this is literally just a lie """,Implicit HS,2
7378,my eyes are hazel asshole---rt : a race of blue-eyed devils we live amongst. vermin of the planet,my eyes are hazel asshole---rt : a race of blue-eyed devils we live amongst. vermin of the planet,Implicit HS,2
7379,he needs more food  and white women,he needs more food and white women,Implicit HS,2
7380,thank you cm kcr  for the kind words .,thank you cm kcr for the kind words .,Not HS,0
7381,typical . let me guess you are a white male too ? your toxic masculinity and implicit rac,typical . let me guess you are a white male too ? your toxic masculinity and implicit rac,Not HS,0
7382,real headline : potus baits social conservatives about gender-pacolypse to distract from epic fails .,real headline : potus baits social conservatives about gender-pacolypse to distract from epic fails .,Not HS,0
7383,it is muslim law to kill gay pple ?,it is muslim law to kill gay pple ?,Implicit HS,2
7384,this right here is why the alt right will never be mainstream right . zero appeal to conservatives,this right here is why the alt right will never be mainstream right . zero appeal to conservatives,Not HS,0
7385,white men not allowed unemployment in ohio  funneled to black mafia members . women have no basic human rights .,white men not allowed unemployment in ohio funneled to black mafia members . women have no basic human rights .,Implicit HS,2
7386,hah ! hacked  infected  is always a possibility . again  i'll not debate the various levels of intellectual approach taken by bitter people .,hah ! hacked infected is always a possibility . again i'll not debate the various levels of intellectual approach taken by bitter people .,Not HS,0
7387,duhshows you that once infected with the islam virus how quickly this turns the brain to rat s**t.,duhshows you that once infected with the islam virus how quickly this turns the brain to rat s**t.,Implicit HS,2
7388," :  "" drumpf's white house of cards  "" "" featuring """," : "" drumpf's white house of cards "" "" featuring """,Not HS,0
7389,yes   we must stand against white supremacy & racist violence  but is a biased  discredited org .,yes we must stand against white supremacy & racist violence but is a biased discredited org .,Not HS,0
7390,bc it's mostly white men ( this video for ex ) that seem to have the biggest problem . and 53 % of white women that voted for trump,bc it's mostly white men ( this video for ex ) that seem to have the biggest problem . and 53 % of white women that voted for trump,Not HS,0
7391,is breitbart now more radically pro-white than the occidental observer ? via,is breitbart now more radically pro-white than the occidental observer ? via,Implicit HS,2
7392,the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose,the cuckservative meme : we need to make sure this remains about jews | daily stormer withjewswelose,Implicit HS,2
7393,white people are racist against other white people . talk about being indoctrinated !,white people are racist against other white people . talk about being indoctrinated !,Not HS,0
7394,the difference is putin will kill isis while hussain supports them .,the difference is putin will kill isis while hussain supports them .,Not HS,0
7395,no you're not white  because you're jewish  jews ain't white .,no you're not white because you're jewish jews ain't white .,Implicit HS,2
7396,new uncover video : planned parenthood abortionist : pay attention to who's in the room #shutthemdown,new uncover video : planned parenthood abortionist : pay attention to who's in the room shutthemdown,Not HS,0
7397," deadly syllables > mc / mc-cas-kill : loon who enjoys her  "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """," deadly syllables > mc / mc-cas-kill : loon who enjoys her "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """,Implicit HS,2
7398,people are at the mercy cosmooolitan corporate elites . this is not just a white issue but,people are at the mercy cosmooolitan corporate elites . this is not just a white issue but,Not HS,0
